file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,diagnostic_flags_LI-7500,,,,RSSI_LI-7500,variances,,,,,,covariances,,,custom_variables,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,mean_value_RSSI_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,co2_signal_strength_7500_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,[m+1K+1s-1],--,--,--,--,--,--,--
2015-11-12T153000_AIU-1552.ghg,2015-11-12,16:26,316.684,1,18000,18000,6.9376390846081284E-003,2,1.3716186564625770,1,11.261679875870151,1,9.4501187463826797E-002,1,0.25720128316171759,1,-9999.0,-9999.0,-9999.0,-9999.0,6.7339256191436355E-011,5.2183016062246102E-012,15.483772865785491,387.20910745380081,399.10395555062149,0.0000000000000000,0,1199.8795559345783,30.005883962049555,30.934088636137243,0.0000000000000000,0,304.78058467441133,302.81584944491914,100674.58566666665,1.1450991852477066,1022.5297214754096,2.5007413297143954E-002,1.6666643148879300E-002,2.1621829968406385E-002,3021.6402410934852,4150.6402656838027,1.8882058643443340E-002,72.799376666666660,1129.0000245903175,297.37979070579178,-1.0682574755244059,0.69792059844317045,2.4192794073580173E-002,1.2762650535957305,-6.6282695844654686E-014,4.3490211833471143E-015,1.2762650535957305,2.9079609320131201,303.15763749079895,146.84236250920102,1.0861599774059447,-9999.0,7.7836679120845353E-002,0.28487170146487900,-30.250267483036371,-0.13223023572413384,0.12179520920333360,1.5049776107277956E-002,1,62.261163737463093,27.000000000000000,50.000000000000000,86.000000000000000,135.00000000000000,228.00000000000000,570.00000000000000,6.8421028124405689E-003,1.0139629986257810,2.0281823524189151,1.0161860455396441,10.072753469308886,1.0643030382283489,-6.1078768936870843E-002,1.0643030382283489,0.23004783885119195,1.0643030382283489,800000099,800000099,800000099,800000099,800011099,800011199,899999999,899999999,89999,89999,89,89,1,1,0,32,17,61,0,0,0,0,100,0.41804340963040254,0.15063444106214838,1.0655522372070656E-003,4.1847779422105699E-002,3.5536803018114063E-004,283.67914636167012,1.7321597930614449E-003,-6.1078768936870842E-005,0.23004783885119195,0.0000000000000000,387.18264363691543,29.801698849731029,24.030146956523264,100.15797821362813
2015-11-12T160000_AIU-1552.ghg,2015-11-12,16:56,316.705,1,18000,18000,5.7610215746198654E-003,2,0.89731327582885512,1,4.2560405143759157,1,-0.46815975462499282,1,9.7176201348860819E-002,1,-0.71177867995245314,-1.1696222188382610,6.5177013425959759E-002,-2.6705442266353675E-002,-1.6513969332161942E-011,-1.2645105115575005E-012,15.523811891215511,387.94205933728136,399.81981389863114,-0.10000000000000001,0,1188.6920049955941,29.705566362647112,30.615002346545001,0.0000000000000000,0,304.58155012173125,302.54247086079920,100653.26666666666,1.1460228140106110,1022.3503169775053,2.4990128845661090E-002,6.2970178474061811E-003,2.1420230297031714E-002,2990.7643183175164,4085.8152362655487,1.8690928343799432E-002,73.198716666666670,1095.0509179480323,297.20863628453577,-0.93207848457041587,0.52861242302083877,1.6302298357410816E-002,1.0716656008768701,3.1405555342525865E-015,-1.0637831383093953E-015,1.0716656008768701,2.7955634929014392,299.55900075071531,150.44099924928469,0.87162349882493240,-9999.0,7.0901123844266445E-002,0.17978921146680987,-34.940810664295149,-0.11447931298535860,0.21083287924490837,1.0801845837520981E-002,1,56.824194284500379,25.000000000000000,46.000000000000000,80.000000000000000,126.00000000000000,213.00000000000000,544.00000000000000,5.6720247084585786E-003,1.0156904933838824,1.1385877091563035,1.0170096577738454,3.7561497073330070,1.0643343955080000,-0.51221020797407257,1.0643343955080000,8.5762426138412812E-002,1.0643343955080000,800000099,800000099,800000099,800000099,800001099,800011199,899999999,899999999,89999,89999,89,89,2,2,0,58,25,45,0,0,0,0,100,0.24554305224203354,0.11301564032991476,1.0197303616714638E-003,1.4893625412810719E-002,2.1977869526992180E-002,980.65244005467139,9.7179238619606360E-004,-5.1221020797407256E-004,8.5762426138412812E-002,0.0000000000000000,387.91496074591748,29.705066361162373,23.969045873271092,100.14189672025046
2015-11-12T163000_AIU-1552.ghg,2015-11-12,17:26,316.726,1,18000,18000,5.1883236037629137E-003,1,1.5786429605641454,1,-1.7271108164183899,2,-1.1239918311273915,2,-3.9415804514138536E-002,2,-1.2566344923928572,0.39216530103331071,0.47014973765694562,8.9499241715203914E-003,1.6213270041060388E-011,1.2289654110833447E-012,15.763653654999214,393.21954329663879,405.50789579657663,0.0000000000000000,1,1194.8845017216856,29.806030273332368,30.721722875405636,0.0000000000000000,1,304.22313533528643,302.06070695665142,100676.02144444444,1.1480660187792031,1022.3988908992521,2.4944695684298728E-002,-2.5541441325161768E-003,2.1531819089947828E-002,3001.5574630758456,3973.7179584617897,1.8754861425864432E-002,75.535241666666664,972.16049538594416,297.26864078622600,-0.43986319824322989,-6.6738691059591515E-002,-7.2167370126630251E-003,0.44495591618296987,-3.9168829012016360E-014,1.0285223461452154E-015,0.44495591618296987,1.7810138921239393,261.37254162031468,188.62745837968529,-0.92932060955372076,-9999.0,6.7224889439372992E-002,8.5196354828367502E-002,-16.931604934052849,-0.23624458612043320,-0.91403686755773383,2.0006291318226756E-002,1,16.449040669969364,7.0000000000000000,13.000000000000000,23.000000000000000,35.000000000000000,59.000000000000000,147.00000000000000,5.0343054839584803E-003,1.0305937175038749,1.4361192531054874,1.0261267230297813,-1.7791622056732550,1.0728319506613544,-1.0986597383105337,1.0728319506613544,-4.0603711719660936E-002,1.0728319506613544,800000099,800000099,800000099,800000099,800000099,800011099,899999999,899999999,89999,89999,89,89,2,4,1,3,0,1,0,0,0,0,100,6.2751758525971729E-002,0.10706538087414200,5.7557025662128083E-004,9.0404032166316914E-002,7.8360625680647847E-002,1996.6066910945794,1.2234980239082052E-003,-1.0986597383105337E-003,-4.0603711719660936E-002,0.0000000000000000,393.19050892808701,30.301171641561716,24.299138253741777,100.10852697753907
2015-11-12T170000_AIU-1552.ghg,2015-11-12,17:56,316.747,1,18000,18000,6.7893741054422482E-004,1,0.97246615867138608,1,-1.2085052967074368,1,-0.48364554842274726,1,-2.7564507969916920E-002,1,-1.5353104380798683,2.3471483692920372,0.71499839120974329,5.3535545196365317E-002,3.6974430771537552E-012,2.8019782315102264E-013,16.120167693403044,401.22781982406536,414.17000815615643,0.0000000000000000,0,1221.6106650647826,30.405650433670981,31.359145654335272,0.0000000000000000,1,303.54833256022141,301.47345908270938,100701.89000000000,1.1503340809119702,1022.7353715298481,2.4889804340451266E-002,-1.7861801164506164E-003,2.2013424561642188E-002,3062.7277893463729,3840.7026255678384,1.9136549048594843E-002,79.743944999999997,777.97483622146547,297.60519556579720,-5.6384964795961522E-002,-8.8739544838048426E-002,-1.7591749971156898E-003,0.10515258327676032,1.9127939794615284E-014,2.2936753186921762E-016,0.10515258327676032,0.83724830627432167,212.43181166117898,237.56818833882102,-0.95858800564853019,-9999.0,2.4294215325378538E-002,2.8073170733933575E-002,-1.2976239588369545,-3.0825571405025185,-0.80468506122469008,3.4023920694334665E-002,1,4.2680142079906842,2.0000000000000000,3.0000000000000000,6.0000000000000000,8.0000000000000000,13.000000000000000,31.000000000000000,6.2139365963315152E-004,1.0926043418998594,0.84241231840983366,1.0678318452357423,-1.1755806634689512,1.1216596452563516,-0.46073007342769184,1.1216596452563516,-2.6813537893259878E-002,1.1216596452563516,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,6,5,0,0,0,4,0,0,0,0,100,1.7496133943165456E-002,3.8539140863320047E-002,1.1106666138165342E-004,6.9815557151344271E-002,7.9981980770404415E-002,699.55401814013555,7.1604026665839061E-004,-4.6073007342769184E-004,-2.6813537893259878E-002,0.0000000000000000,401.19755451795754,31.246194796509144,24.823233626789534,100.06269961823358
2015-11-12T173000_AIU-1552.ghg,2015-11-12,18:26,316.767,1,18000,18000,5.4610003256446436E-004,1,0.69835293878133609,1,2.7296598834603869,2,0.12530063546383491,1,6.2234631608669620E-002,2,-1.1027912640416966,2.5640552750681911,1.4084354963984864,5.8458944440303064E-002,-1.2800275364816855E-012,-9.5345300609250687E-014,16.780114863534301,416.97732770522765,430.68625797718414,-0.50000000000000000,0,1249.8989672667285,31.059354212467600,32.054960587625345,0.0000000000000000,0,303.15937461853019,301.05237862481016,100724.37255555556,1.1519121096669056,1023.1078112835340,2.4849491859640468E-002,4.0328041282417914E-003,2.2523179776055328E-002,3129.2731343254741,3747.7267504038714,1.9552863093494414E-002,83.497900000000001,618.45361607839732,297.96471483481446,-2.0179254555680398E-002,-6.3385418422035142E-002,-1.3230311616231321E-003,6.6533179650562727E-002,7.0695490971903638E-015,-7.6282406103391867E-017,6.6533179650562727E-002,0.59798225832597818,197.65928982214871,252.34071017785129,-1.1394179387279939,-9999.0,2.1773408933193985E-002,1.1349794574863121E-002,-1.3011811967341571,-3.0741298829399204,0.25583881091296795,2.7214965709512536E-002,1,2.4629917519516735,1.0000000000000000,2.0000000000000000,3.0000000000000000,5.0000000000000000,8.0000000000000000,19.000000000000000,4.8472318727142238E-004,1.1266224659862905,0.79106500566966886,1.0914100220045719,2.2051905483287984,1.1504479402462646,5.7644449711115507E-002,1.1504479402462646,5.0277040826121125E-002,1.1504479402462646,800000099,800000099,800000099,800000099,800000199,800000199,899999999,899999999,89999,89999,89,89,9,5,0,0,11,2,0,0,0,0,86,1.3948166808019535E-002,8.6323817497224852E-003,1.1904059198422279E-004,6.7722948362956212E-002,0.10798176808670201,4954.8573838212542,6.7123010829533373E-004,5.7644449711115507E-005,5.0277040826121125E-002,0.0000000000000000,416.94776157209549,31.828753070407473,25.118895387649562,86.589220919079693
2015-11-12T180000_AIU-1552.ghg,2015-11-12,18:56,316.788,0,18000,18000,9.1571544503859874E-004,1,1.2082502454422950,1,0.51613207882828549,2,-0.27730853454350096,2,1.1758063699562603E-002,2,-2.1662173740278790,-1.0230905893513293,1.8796364645658297,-2.3307143294261604E-002,-4.2785688686042837E-012,-3.0090748414803453E-013,17.675214651690606,437.93440647774327,451.36621097189692,0.0000000000000000,1,1243.0802298507085,30.799490325387193,31.778244045421960,0.50000000000000000,0,302.39598309919563,300.22761862013078,100743.32750000000,1.1554087859015423,1022.9426599536378,2.4776751802324255E-002,7.6192252773165661E-004,2.2400306125713351E-002,3103.6754455097566,3571.2801144790415,1.9387342730161811E-002,86.906525000000002,467.60466896928483,297.82721835614461,-7.7259567418189581E-002,-3.9050818525660017E-002,-1.7695332775665860E-003,8.6586017538569537E-002,-5.1686727740742874E-015,-2.4206602029554677E-016,8.6586017538569537E-002,0.75065911224041859,243.18570181504379,206.81429818495624,-1.1710187191956378,-9999.0,2.8152206331114128E-002,1.5119400714599496E-002,-1.6257182933971936,-2.4604508765423141,2.3409710324249651,3.6312612823539446E-002,1,2.6665709234353807,1.0000000000000000,2.0000000000000000,4.0000000000000000,5.0000000000000000,9.0000000000000000,21.000000000000000,8.2787825415583883E-004,1.1060991642694187,1.1510797198871672,1.0771368618417569,0.27754085231764636,1.1329266155655078,-0.30244074996364323,1.1329266155655078,6.3226897816352941E-003,1.1329266155655078,800000099,800000099,800000099,800000099,800000099,810000099,899999999,899999999,89999,89999,89,89,10,12,1,2,11,2,0,0,0,0,70,2.4274626732683789E-002,5.8640839153869216E-003,1.0009078112828074E-004,5.7536109368247608E-002,6.1859979690000448E-002,1840.8807021518523,9.7390915051892752E-004,-3.0244074996364323E-004,6.3226897816352941E-003,0.0000000000000000,437.90130495876798,29.755970782332952,24.007954513496866,69.435093498653544
2015-11-12T183000_AIU-1552.ghg,2015-11-12,19:26,316.809,0,18000,18000,9.0829678781728304E-004,1,0.43286881194088989,1,2.5322307257810501,1,0.16041007588254347,2,5.7667313675447668E-002,1,-0.92500798716390098,0.76782074329639871,-0.85158700019241240,1.7485831444735943E-002,-7.1494324815161633E-012,-5.1718197252610126E-013,17.324252200391538,428.45689806121533,442.16423621427919,0.0000000000000000,1,1253.2170838318154,30.994094182245071,31.985454367369215,-0.10000000000000001,0,302.04412472364641,299.87608586629233,100808.97800000000,1.1574308628554530,1023.0506639286930,2.4731624378657568E-002,3.7368419261690085E-003,2.2582972237582669E-002,3125.3210680261309,3498.3019789245109,1.9511292607032344E-002,89.338229999999996,372.98091089837999,297.94355086093321,4.4232455187598781E-003,-9.6439691400590041E-002,-1.8230453023357772E-003,9.6558286400144952E-002,-1.1637700202949677E-015,-4.1268346817039421E-016,9.6558286400144952E-002,0.66156002074963927,177.37394624719599,272.62605375280401,-1.0818233440928411,-9999.0,2.8013434656720192E-002,1.5230321279651814E-002,-4.4732500805384721,-0.89420442138984901,0.17094366936384689,1.3049616116969276E-002,1,4.2937656825850903,2.0000000000000000,3.0000000000000000,6.0000000000000000,9.0000000000000000,15.000000000000000,36.000000000000000,8.2695990173202352E-004,1.0983565054543802,0.54633610739689309,1.0717900776140283,2.1187559966175713,1.1264379761912164,0.10171734989535217,1.1264379761912164,4.8251119226505192E-002,1.1264379761912164,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,7,4,0,1,1,0,0,0,0,0,68,2.0571889249855216E-002,9.6815597254877959E-003,2.0719358396061784E-004,1.5795935283788833E-002,2.6215244591099585E-002,640.27132697873481,4.6138949673879223E-004,1.0171734989535217E-004,4.8251119226505192E-002,0.0000000000000000,428.42819190385643,30.998564206971050,24.707818997489078,68.797137354108855
2015-11-12T190000_AIU-1552.ghg,2015-11-12,19:56,316.830,0,18000,18000,4.4343912260217777E-004,1,1.0778268300194114,1,-2.0406125999703102,2,-0.71311629400395571,1,-4.6471741941295878E-002,2,1.2098597110742499E-002,-8.5311448499082551E-002,0.14175728460617457,-1.9428340388299083E-003,1.1771607183535899E-011,8.4783115426922050E-013,17.397991856082797,430.03364213929382,443.02111234906494,-0.10000000000000001,0,1253.0624992260803,30.972484343470825,31.962440532440969,0.0000000000000000,1,302.18751796976727,299.88068109978570,100868.41569444444,1.1581051213652891,1023.0384643379637,2.4717429787101706E-002,-3.0113688777959726E-003,2.2580186622939594E-002,3124.9834447855733,3499.2475026603174,1.9497527647852755E-002,89.304441666666662,374.26405787474414,297.94174174794330,1.1185502219218563E-002,-0.17371285191460434,-6.0620700969385172E-003,0.17417812455661386,8.4877637916419956E-015,6.7660723610582883E-016,0.17417812455661386,1.0486710690771064,176.31576752378726,273.68423247621274,-1.9945167719946506,-9999.0,1.9567845562042205E-002,2.4584002273924582E-002,-0.61255011855496333,-6.5300779133570357,-0.52818787359986563,4.6490694428313405E-002,1,8.5487431017608184,4.0000000000000000,7.0000000000000000,11.000000000000000,16.000000000000000,25.000000000000000,54.000000000000000,4.1683529762261742E-004,1.0638233497290006,0.91097581814611006,1.0482221157916274,-1.9524013420383191,1.0982969747203484,-0.67914866857757306,1.0982969747203484,-4.4462869304229817E-002,1.0982969747203484,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,9,5,0,0,0,0,0,0,0,0,81,3.1990851522259160E-002,1.7016512773038252E-002,1.6064025255175239E-004,0.10087868341969013,0.14751271396304633,1251.1625362512029,7.6889476484721421E-004,-6.7914866857757305E-004,-4.4462869304229817E-002,0.0000000000000000,430.00089800177835,29.313408967018134,23.782055634445644,80.671304225075744
2015-11-12T193000_AIU-1552.ghg,2015-11-12,20:26,316.851,0,18000,18000,2.5335283035155635E-003,1,-0.52912168989538721,2,16.748983005671338,1,-2.3288150006072716,2,0.38147969048001895,1,0.34019725171616644,-1.4544696921219535,-0.13157747838375702,-3.3127423185955497E-002,-7.0356422883654549E-012,-5.0241175257576104E-013,17.336710449430765,428.56995217330388,440.41237466580981,0.0000000000000000,1,1238.0059593422845,30.603969324700170,31.570140949907604,0.10000000000000001,0,302.36241898176411,300.00991725667325,100899.87044444444,1.1581304990438961,1022.8260513510435,2.4720373188638883E-002,2.4719883943105227E-002,2.2308867769584857E-002,3088.7648462363450,3525.9307156504451,1.9262827278965645E-002,87.601405000000000,437.16586941410014,297.74666946138376,5.3579266561285768E-002,-0.28918967750396363,-5.9660463240737739E-003,0.29417172040972783,-3.5805349017922111E-014,-4.0582337167639918E-016,0.29417172040972783,1.1015316433983848,169.50361490375280,280.49638509624720,-1.1620855726466710,-9999.0,4.6771805048315462E-002,5.4896092971391142E-002,17.042218949542718,0.23471121993226882,-3.1591272718840449E-002,-9.5501931256005163E-003,1,13.245701204697040,6.0000000000000000,12.000000000000000,26.000000000000000,49.000000000000000,110.00000000000000,497.00000000000000,2.4303005747153589E-003,1.0424752929222736,0.46941580883589096,1.0339277967654705,15.085606075924643,1.0816422675134949,-2.2803512187555963,1.0816422675134949,0.34359413551250173,1.0816422675134949,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,7,12,0,5,48,6,0,0,0,0,77,6.4572571336560330E-002,4.4806862715242646E-002,4.1275189097930899E-004,0.10300890760295868,0.40126458255209679,7557.7379103283156,3.9627660332138275E-004,-2.2803512187555964E-003,0.34359413551250173,0.0000000000000000,428.53814553408938,26.887215385119259,22.320586141268421,76.781278682711857
