date,time,DOY,UNNAMED_1_1_1,LOGGERTEMP_1_1_1,VIN_1_1_1,RG_1_1_1,RH_1_1_1,RN_1_1_1,TA_1_1_1,TS_1_1_1,TS_2_1_1,TW_1_1_1
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[OTHER],[C],[V],[W/m^2],[%],[W/m^2],[K],[K],[K],[C]
2015-11-12,00:30,316.020,3.0113199999999999E-308,25.600000000000001,11.934519999999999,-0.33431966666666668,93.996983333333333,-692.21349999999995,298.54408666666671,302.98576666666668,303.04861333333338,36.402446666666670
2015-11-12,01:00,316.041,3.0113199999999999E-308,25.789999999999999,11.935816666666666,-0.34954609999999997,93.877913333333339,-710.99493333333328,298.75988666666672,302.96969666666666,303.02016000000003,36.553229999999999
2015-11-12,01:30,316.062,3.0113199999999999E-308,25.950000000000003,11.935010000000000,-0.33564366666666667,93.944263333333339,-705.50030000000004,298.78008000000000,302.94927666666672,302.99941333333334,36.553899999999999
2015-11-12,02:00,316.083,3.0113199999999999E-308,26.100000000000001,11.935713333333334,-0.32769946666666666,93.576826666666662,-761.40120000000002,298.65872333333334,302.94287333333335,302.98158000000001,36.306936666666665
2015-11-12,02:30,316.104,3.0113199999999999E-308,26.090000000000000,11.935343333333334,-0.32836146666666666,92.128456666666665,-777.98463333333336,298.62746000000004,302.94701000000003,302.98154333333332,36.220930000000003
2015-11-12,03:00,316.124,3.0113199999999999E-308,25.970000000000002,11.936566666666668,-0.33365770000000000,91.226860000000002,-775.75379999999996,298.55918000000003,302.92040333333335,302.96004666666670,35.995040000000003
2015-11-12,03:30,316.145,3.0113199999999999E-308,25.810000000000002,11.936203333333333,-0.34160180000000001,91.554163333333335,-816.66643333333332,298.60945000000004,302.89760333333334,302.92952333333335,35.853713333333332
2015-11-12,04:00,316.166,3.0113199999999999E-308,25.800000000000001,11.936316666666666,-0.33630566666666667,91.724526666666662,-821.77066666666667,298.57419000000004,302.86936666666668,302.90845333333334,35.874859999999998
2015-11-12,04:30,316.187,3.0113199999999999E-308,25.770000000000000,11.937463333333334,-0.33299560000000000,92.236133333333328,-765.26726666666673,298.37793666666670,302.83471333333335,302.87436666666667,35.284050000000001
2015-11-12,05:00,316.208,3.0113199999999999E-308,25.510000000000002,11.936600000000000,-0.30188073333333332,93.025573333333341,-792.17846666666662,298.34099666666668,302.79403666666667,302.85004333333336,35.647869999999998
2015-11-12,05:30,316.229,3.0113199999999999E-308,25.500000000000000,11.936116666666667,-0.34093980000000002,93.348323333333326,-782.65193333333332,298.20558333333338,302.72141000000005,302.84315333333336,35.640446666666669
2015-11-12,06:00,316.249,3.0113199999999999E-308,25.480000000000000,11.935126666666667,-0.35219410000000001,93.443706666666671,-767.77636666666672,298.06272000000001,302.32635000000005,302.83427333333339,35.267346666666668
2015-11-12,06:30,316.270,3.0113199999999999E-308,25.329999999999998,11.935563333333333,-0.34491189999999999,94.015129999999999,-743.53973333333329,298.03672333333338,298.41455666666667,302.84528000000000,35.157516666666666
2015-11-12,07:00,316.291,3.0113199999999999E-308,25.199999999999999,11.935073333333333,9.2020663333333336E-002,93.714373333333327,-774.42973333333339,298.01848000000001,298.06812000000002,302.85382333333337,35.545536666666663
2015-11-12,07:30,316.312,3.0113199999999999E-308,25.300000000000001,11.936626666666667,9.7727250999999988,93.928359999999998,-632.96293333333335,298.11835666666667,298.18615666666670,302.80124666666671,35.719893333333331
2015-11-12,08:00,316.333,3.0113199999999999E-308,25.449999999999999,11.934279999999999,39.797263333333333,92.829806666666670,-249.01836666666662,298.74192333333338,298.64462666666668,302.75021000000004,35.885463333333334
2015-11-12,08:30,316.354,3.0113199999999999E-308,26.136666666666667,11.935243333333334,89.433396666666667,88.528149999999997,357.13938833333339,299.54594333333335,299.19833333333338,302.76670333333334,36.188240000000000
2015-11-12,09:00,316.374,3.0113199999999999E-308,27.289999999999999,11.935793333333333,127.48092000000001,85.546143333333333,1353.6697983333333,300.21627333333333,299.94990666666672,302.77662666666669,36.645026666666666
2015-11-12,09:30,316.395,3.0113199999999999E-308,29.516666666666666,11.934070000000000,376.44906666666668,79.429036666666661,4566.3806666666669,300.99947000000003,302.83648666666670,302.89724000000001,37.698316666666670
2015-11-12,10:00,316.416,3.0113199999999999E-308,32.216666666666669,11.934516666666667,475.82080000000002,77.085740000000001,6231.5760000000000,301.48979333333335,303.03644666666668,302.99317333333335,38.307583333333334
2015-11-12,10:30,316.437,3.0113199999999999E-308,33.039999999999999,11.934543333333334,461.91243333333330,82.422259999999994,6708.9593333333332,300.89351666666670,303.03114666666670,303.00678000000005,38.576706666666666
2015-11-12,11:00,316.458,3.0113199999999999E-308,31.510000000000002,11.936430000000000,451.67953333333332,80.719310000000007,8174.4440000000004,301.07922000000002,303.04783000000003,303.02528666666672,38.903186666666663
2015-11-12,11:30,316.479,3.0113199999999999E-308,32.046666666666667,11.934823333333334,738.43703333333337,78.261493333333334,9412.4910000000000,301.58504333333337,303.13330666666667,303.05980333333338,39.690723333333331
2015-11-12,12:00,316.499,3.0113199999999999E-308,33.039999999999999,11.936506666666666,654.80813333333333,77.123603333333335,8030.7513333333336,301.77134333333333,303.15128666666669,303.10846000000004,39.857910000000004
2015-11-12,13:00,316.541,3.0113199999999999E-308,33.464285714285715,11.935850000000000,688.26724999999999,75.628339285714290,7814.3946428571426,302.06107142857144,303.37154642857143,303.35611785714286,40.086953571428573
