date,time,DOY,UNNAMED_1_1_1,LOGGERTEMP_1_1_1,VIN_1_1_1,RG_1_1_1,RH_1_1_1,RN_1_1_1,TA_1_1_1,TS_1_1_1,TS_2_1_1,TW_1_1_1
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[OTHER],[C],[V],[W/m^2],[%],[W/m^2],[K],[K],[K],[C]
2015-11-02,14:19,306.596,2.8696499999999999E-308,29.954999999999998,11.937965000000000,596.76840000000004,77.864114999999998,6990.4144999999999,301.27249250000000,303.58951750000006,303.58983750000004,38.829622499999999
2015-11-02,14:49,306.617,2.8696499999999999E-308,29.969999999999999,11.943086666666666,441.12981666666667,77.697618333333338,4936.4580000000005,301.30756000000002,303.56375500000001,303.53305500000005,38.774766666666665
2015-11-02,15:19,306.638,2.8696499999999999E-308,29.934999999999999,11.947963333333334,241.79514666666668,77.099183333333329,2517.9226833333337,301.40934333333337,303.55124333333333,303.43125666666668,38.968678333333337
2015-11-02,15:49,306.658,2.8696499999999999E-308,29.905000000000001,11.948395000000000,190.54823000000002,76.670776666666669,1935.4551833333330,301.54021500000005,303.61514666666670,303.39828500000004,39.381056666666666
2015-11-02,16:19,306.679,2.8696499999999999E-308,30.039999999999999,11.947273333333333,232.51926666666668,76.447351666666663,2365.0523333333331,301.63036166666672,303.63765333333333,303.39748000000003,39.586955000000003
2015-11-02,16:49,306.700,2.8696499999999999E-308,30.301666666666666,11.946778333333333,387.58888333333334,76.124740000000003,3892.6406666666671,301.64976666666672,303.58315166666671,303.40160000000003,39.613936666666667
2015-11-02,17:19,306.721,2.8696499999999999E-308,30.786666666666669,11.948395000000000,400.61213333333330,75.324164999999994,3998.4014999999995,301.82019500000001,303.61447166666670,303.43701166666671,39.783535000000001
2015-11-02,17:49,306.742,2.8696499999999999E-308,31.169999999999998,11.949285000000000,202.03035500000004,74.880166666666668,1875.9297166666670,301.88965000000002,303.67826000000002,303.47909000000004,39.731558333333332
2015-11-02,18:19,306.763,2.8696499999999999E-308,30.921666666666670,11.948245000000000,93.347349999999977,75.500746666666672,666.15981666666676,301.74600833333335,303.67484166666668,303.53355000000005,39.472386666666665
2015-11-02,18:49,306.783,2.8696499999999999E-308,30.386666666666667,11.948278333333333,46.796458333333320,78.593533333333340,125.44922016666642,301.50202500000000,303.63653333333338,303.57369166666666,39.184108333333334
2015-11-02,19:19,306.804,2.8696499999999999E-308,29.879999999999999,11.948426666666666,16.407474663333321,82.645796666666669,-290.89107983333321,301.05087833333334,303.59603166666670,303.54815500000001,38.658920000000002
2015-11-02,19:49,306.825,2.8696499999999999E-308,29.323333333333331,11.948658333333332,0.52365681333333414,84.765805000000000,-496.75576666666666,300.57914000000000,303.52275166666669,303.50485500000002,38.220329999999997
2015-11-02,20:19,306.846,2.8696499999999999E-308,28.833333333333332,11.948313333333333,-0.37768184999999999,83.949236666666664,-385.88085833333326,300.70180333333337,303.44889333333333,303.47781000000003,38.292718333333333
2015-11-02,20:49,306.867,2.8696499999999999E-308,28.655000000000001,11.947928333333333,-0.38032993333333331,82.958100000000002,-439.78915833333343,300.92841500000003,303.40423333333337,303.44526500000001,38.428026666666668
2015-11-02,21:19,306.888,2.8696499999999999E-308,28.500000000000000,11.947485000000000,-0.39026023333333332,84.770619999999994,-907.59513333333348,300.33691000000005,303.34362000000004,303.38570500000003,38.029931666666670
2015-11-02,21:49,306.908,2.8696499999999999E-308,27.984999999999999,11.947593333333334,-0.37503375000000000,88.449200000000005,-977.14663333333328,299.50430333333338,303.26880666666671,303.33324666666670,37.332920000000001
2015-11-02,22:19,306.929,2.8696499999999999E-308,27.240000000000002,11.948169999999999,-0.36311739999999998,92.252369999999999,-665.33875000000012,298.82190333333335,303.22322166666669,303.31457666666671,36.740110000000001
2015-11-02,22:49,306.950,2.8696499999999999E-308,26.613333333333333,11.947934999999999,-0.37569574999999999,91.701574999999991,-745.41679999999997,298.84388333333334,303.22113333333334,303.31602833333335,36.530121666666666
2015-11-02,23:19,306.971,2.8696499999999999E-308,26.338333333333331,11.947483333333333,-0.38231593333333330,91.387595000000005,-748.37601666666671,298.88330000000002,303.20133000000004,303.29824666666667,36.342325000000002
2015-11-02,23:49,306.992,2.8696499999999999E-308,26.135000000000002,11.946479999999999,-0.37966793333333332,93.720026666666669,-568.07838333333336,298.37642500000004,303.19162500000004,303.27085333333338,36.153518333333331
2015-11-03,00:19,307.013,2.8696499999999999E-308,25.900000000000002,11.948240000000000,-0.36940665000000000,95.027911666666668,-545.44066666666663,298.02041166666669,303.16779000000002,303.22271833333338,36.142536666666665
2015-11-03,00:49,307.034,2.8696499999999999E-308,25.719999999999999,11.949628333333333,-0.35749026666666667,95.410093333333336,-554.60623333333331,297.75445833333333,303.10306666666668,303.15870833333338,36.015366666666665
2015-11-03,01:19,307.054,2.8696499999999999E-308,25.565000000000001,11.949900000000000,-0.35914531666666666,95.527495000000002,-616.34601666666663,297.54106833333338,303.08279833333336,303.13131000000004,35.873609999999999
2015-11-03,01:49,307.075,2.8696499999999999E-308,25.350000000000001,11.950193333333333,-0.36444149999999997,95.688686666666669,-680.67443333333335,297.37416666666667,303.07752166666671,303.11743166666668,35.784368333333333
2015-11-03,02:19,307.096,2.8696499999999999E-308,25.188333333333333,11.949141666666666,-0.36708956666666664,95.894811666666669,-673.29303333333337,297.42297333333335,303.06332833333335,303.10120500000005,35.810884999999999
2015-11-03,02:49,307.117,2.8696499999999999E-308,25.183333333333334,11.948891666666666,-0.36874459999999998,96.201065000000000,-668.87075000000004,297.54359833333336,303.07436666666666,303.10691166666669,35.953116666666666
2015-11-03,03:19,307.138,2.8696499999999999E-308,25.193333333333332,11.949191666666666,-0.37768191666666667,96.093456666666668,-691.02186666666671,297.54046000000005,303.09740500000004,303.13262833333334,36.004318333333337
2015-11-03,03:49,307.159,2.8696499999999999E-308,25.173333333333332,11.949151666666667,-0.38728118333333333,96.105208333333337,-689.35686666666663,297.56123166666669,303.10554166666668,303.14675166666672,36.042891666666669
2015-11-03,04:19,307.179,2.8696499999999999E-308,25.173333333333332,11.949365000000000,-0.37536478333333334,96.074953333333340,-642.06225000000006,297.75541833333335,303.10165166666667,303.14525833333335,36.129393333333333
2015-11-03,04:49,307.200,2.8696499999999999E-308,25.248333333333331,11.949053333333334,-0.36576551666666668,95.604811666666663,-607.01829999999995,297.84141000000005,303.06553833333334,303.11102166666672,36.071878333333331
2015-11-03,05:19,307.221,2.8696499999999999E-308,25.355000000000000,11.949071666666667,-0.37172365000000002,94.725886666666668,-635.30634999999995,297.72071666666670,303.00887333333338,303.05572500000005,35.893706666666667
2015-11-03,05:49,307.242,2.8696499999999999E-308,25.390000000000001,11.948926666666667,-0.37602673333333331,93.815839999999994,-710.61098333333337,297.70635833333336,302.95942666666667,303.01448666666670,35.719181666666664
